id:ID,label:LABEL,name
G:AT1G48210,Gene,AT1G48210
G:AT1G01120,Gene,AT1G01120
G:AT3G21630,Gene,AT3G21630
G:AT2G41410,Gene,AT2G41410
G:AT3G62220,Gene,AT3G62220
G:AT3G01830,Gene,AT3G01830
G:AT2G46340,Gene,AT2G46340
G:AT5G08330,Gene,AT5G08330
G:AT5G23730,Gene,AT5G23730
G:AT5G47080,Gene,AT5G47080
G:AT5G15840,Gene,AT5G15840
G:AT2G18790,Gene,AT2G18790
G:AT1G04400,Gene,AT1G04400
G:AT5G23280,Gene,AT5G23280
G:AT5G57360,Gene,AT5G57360
G:AT2G29420,Gene,AT2G29420
G:AT2G30870,Gene,AT2G30870
G:AT1G17190,Gene,AT1G17190
G:AT3G23580,Gene,AT3G23580
G:AT3G43800,Gene,AT3G43800
G:AT3G55040,Gene,AT3G55040
G:AT1G09420,Gene,AT1G09420
G:AT3G27300,Gene,AT3G27300
G:AT5G02790,Gene,AT5G02790
G:AT1G70310,Gene,AT1G70310
G:AT2G31570,Gene,AT2G31570
G:AT1G17170,Gene,AT1G17170
G:AT3G03190,Gene,AT3G03190
G:AT5G62480,Gene,AT5G62480
G:AT1G10360,Gene,AT1G10360
G:AT2G29440,Gene,AT2G29440
G:AT4G30920,Gene,AT4G30920
G:AT1G53680,Gene,AT1G53680
G:AT5G17220,Gene,AT5G17220
G:AT3G27060,Gene,AT3G27060
G:AT1G54340,Gene,AT1G54340
G:AT5G40760,Gene,AT5G40760
G:AT4G02520,Gene,AT4G02520
G:AT1G78380,Gene,AT1G78380
G:AT3G09270,Gene,AT3G09270
G:AT4G35970,Gene,AT4G35970
G:AT3G63080,Gene,AT3G63080
G:AT2G47730,Gene,AT2G47730
G:AT5G53120,Gene,AT5G53120
G:AT4G39650,Gene,AT4G39650
G:AT1G59700,Gene,AT1G59700
G:AT1G02950,Gene,AT1G02950
G:AT1G02930,Gene,AT1G02930
G:AT4G23100,Gene,AT4G23100
G:AT1G78320,Gene,AT1G78320
G:AT3G02360,Gene,AT3G02360
G:AT4G11600,Gene,AT4G11600
G:AT1G27130,Gene,AT1G27130
G:AT1G78340,Gene,AT1G78340
G:AT1G78370,Gene,AT1G78370
G:AT3G24170,Gene,AT3G24170
G:AT1G19570,Gene,AT1G19570
G:AT2G29450,Gene,AT2G29450
P:ath00360,Pathway,Phenylalanine metabolism
G:AT2G42490,Gene,AT2G42490
G:AT1G31710,Gene,AT1G31710
G:AT4G23590,Gene,AT4G23590
G:AT1G06570,Gene,AT1G06570
G:AT4G34880,Gene,AT4G34880
G:AT4G14940,Gene,AT4G14940
G:AT3G43670,Gene,AT3G43670
G:AT2G22250,Gene,AT2G22250
G:AT2G24850,Gene,AT2G24850
G:AT1G08980,Gene,AT1G08980
G:AT1G62810,Gene,AT1G62810
G:AT5G57170,Gene,AT5G57170
S:OSD-217,Study,OSD-217
G:AT5G61580,Gene,AT5G61580
G:AT1G43670,Gene,AT1G43670
G:AT5G56350,Gene,AT5G56350
G:AT2G01140,Gene,AT2G01140
G:AT5G66530,Gene,AT5G66530
G:AT1G48030,Gene,AT1G48030
G:AT4G26530,Gene,AT4G26530
G:AT1G74030,Gene,AT1G74030
G:AT3G55650,Gene,AT3G55650
G:AT3G12780,Gene,AT3G12780
G:AT2G36580,Gene,AT2G36580
G:AT1G64710,Gene,AT1G64710
G:AT1G56190,Gene,AT1G56190
G:AT3G16910,Gene,AT3G16910
G:AT1G32780,Gene,AT1G32780
G:AT1G79530,Gene,AT1G79530
G:AT3G52930,Gene,AT3G52930
G:AT1G22440,Gene,AT1G22440
G:AT2G24270,Gene,AT2G24270
G:AT1G22170,Gene,AT1G22170
G:AT4G26520,Gene,AT4G26520
G:AT5G01670,Gene,AT5G01670
G:AT4G15530,Gene,AT4G15530
G:AT1G70730,Gene,AT1G70730
G:AT1G24180,Gene,AT1G24180
G:AT3G49160,Gene,AT3G49160
G:AT2G21170,Gene,AT2G21170
G:AT5G01330,Gene,AT5G01330
G:AT1G54100,Gene,AT1G54100
G:AT5G56630,Gene,AT5G56630
G:AT2G21330,Gene,AT2G21330
G:AT1G44575,Gene,AT1G44575
G:AT4G14890,Gene,AT4G14890
G:AT3G01440,Gene,AT3G01440
G:AT1G03130,Gene,AT1G03130
G:AT3G55330,Gene,AT3G55330
G:AT1G10960,Gene,AT1G10960
G:AT2G07707,Gene,AT2G07707
G:AT4G32260,Gene,AT4G32260
G:AT4G09650,Gene,AT4G09650
G:AT1G76100,Gene,AT1G76100
G:AT1G14150,Gene,AT1G14150
G:AT1G32550,Gene,AT1G32550
G:AT4G28660,Gene,AT4G28660
G:AT2G27510,Gene,AT2G27510
G:AT1G30510,Gene,AT1G30510
G:AT1G52230,Gene,AT1G52230
G:AT1G45474,Gene,AT1G45474
G:AT5G28450,Gene,AT5G28450
G:AT3G08940,Gene,AT3G08940
G:AT1G76570,Gene,AT1G76570
G:AT1G19150,Gene,AT1G19150
G:AT3G27690,Gene,AT3G27690
G:AT2G05070,Gene,AT2G05070
G:AT1G68750,Gene,AT1G68750
G:AT1G42970,Gene,AT1G42970
G:AT5G13420,Gene,AT5G13420
G:AT2G19900,Gene,AT2G19900
G:AT3G04790,Gene,AT3G04790
G:AT3G15020,Gene,AT3G15020
G:AT5G44520,Gene,AT5G44520
G:AT3G55800,Gene,AT3G55800
G:AT3G26650,Gene,AT3G26650
G:AT2G42600,Gene,AT2G42600
G:AT5G09660,Gene,AT5G09660
G:AT5G56720,Gene,AT5G56720
G:AT1G72330,Gene,AT1G72330
G:AT3G60750,Gene,AT3G60750
G:AT5G38430,Gene,AT5G38430
G:AT1G32060,Gene,AT1G32060
G:AT4G10260,Gene,AT4G10260
G:AT3G60140,Gene,AT3G60140
G:AT4G27550,Gene,AT4G27550
G:AT4G34860,Gene,AT4G34860
G:AT3G18080,Gene,AT3G18080
G:AT1G64390,Gene,AT1G64390
G:AT1G76130,Gene,AT1G76130
G:AT5G03650,Gene,AT5G03650
G:AT2G32860,Gene,AT2G32860
G:AT2G39930,Gene,AT2G39930
G:AT1G12240,Gene,AT1G12240
G:AT3G13790,Gene,AT3G13790
G:AT1G60260,Gene,AT1G60260
G:AT3G23920,Gene,AT3G23920
G:AT1G03310,Gene,AT1G03310
G:AT1G61810,Gene,AT1G61810
G:AT4G17090,Gene,AT4G17090
G:AT4G11980,Gene,AT4G11980
G:AT1G45191,Gene,AT1G45191
G:AT3G43190,Gene,AT3G43190
G:AT1G26560,Gene,AT1G26560
G:AT2G44570,Gene,AT2G44570
G:AT5G22510,Gene,AT5G22510
G:AT4G18240,Gene,AT4G18240
G:AT5G54570,Gene,AT5G54570
G:AT3G09260,Gene,AT3G09260
G:AT4G15210,Gene,AT4G15210
G:AT5G24300,Gene,AT5G24300
G:AT2G18700,Gene,AT2G18700
G:AT1G04920,Gene,AT1G04920
G:AT4G02290,Gene,AT4G02290
G:AT2G31390,Gene,AT2G31390
G:AT5G16580,Gene,AT5G16580
G:AT4G02280,Gene,AT4G02280
G:AT4G24040,Gene,AT4G24040
G:AT3G47050,Gene,AT3G47050
G:AT3G54270,Gene,AT3G54270
G:AT1G66270,Gene,AT1G66270
G:AT4G27820,Gene,AT4G27820
G:AT2G35840,Gene,AT2G35840
G:AT3G62750,Gene,AT3G62750
G:AT5G17310,Gene,AT5G17310
G:AT1G73370,Gene,AT1G73370
G:AT5G28510,Gene,AT5G28510
G:AT2G36190,Gene,AT2G36190
G:AT2G32290,Gene,AT2G32290
G:AT5G51460,Gene,AT5G51460
G:AT1G02800,Gene,AT1G02800
G:AT3G01180,Gene,AT3G01180
G:AT2G44460,Gene,AT2G44460
G:AT3G03670,Gene,AT3G03670
G:AT4G37990,Gene,AT4G37990
G:AT4G39330,Gene,AT4G39330
G:AT5G09640,Gene,AT5G09640
G:AT2G21730,Gene,AT2G21730
G:AT5G64110,Gene,AT5G64110
G:AT4G37980,Gene,AT4G37980
G:AT1G67990,Gene,AT1G67990
G:AT2G18980,Gene,AT2G18980
G:AT5G19880,Gene,AT5G19880
G:AT4G15490,Gene,AT4G15490
G:AT5G05340,Gene,AT5G05340
G:AT5G58390,Gene,AT5G58390
G:AT5G04230,Gene,AT5G04230
G:AT3G17070,Gene,AT3G17070
G:AT2G18140,Gene,AT2G18140
G:AT5G47000,Gene,AT5G47000
G:AT3G49110,Gene,AT3G49110
G:AT2G21890,Gene,AT2G21890
G:AT4G36220,Gene,AT4G36220
G:AT4G08780,Gene,AT4G08780
G:AT5G58400,Gene,AT5G58400
G:AT2G35380,Gene,AT2G35380
G:AT3G55120,Gene,AT3G55120
G:AT5G05270,Gene,AT5G05270
G:AT5G08640,Gene,AT5G08640
G:AT5G07990,Gene,AT5G07990
G:AT3G51240,Gene,AT3G51240
G:AT5G13930,Gene,AT5G13930
G:AT5G63580,Gene,AT5G63580
G:AT1G61720,Gene,AT1G61720
G:AT1G20500,Gene,AT1G20500
G:AT3G03310,Gene,AT3G03310
G:AT1G20510,Gene,AT1G20510
G:AT1G17420,Gene,AT1G17420
G:AT1G13280,Gene,AT1G13280
G:AT1G09400,Gene,AT1G09400
G:AT3G03480,Gene,AT3G03480
G:AT3G45140,Gene,AT3G45140
G:AT1G18020,Gene,AT1G18020
G:AT5G38120,Gene,AT5G38120
G:AT1G78270,Gene,AT1G78270
G:AT5G56970,Gene,AT5G56970
G:AT2G41510,Gene,AT2G41510
G:AT2G36800,Gene,AT2G36800
G:AT2G36750,Gene,AT2G36750
G:AT2G36770,Gene,AT2G36770
G:AT1G22370,Gene,AT1G22370
G:AT1G22380,Gene,AT1G22380
G:AT2G36780,Gene,AT2G36780
G:AT1G22340,Gene,AT1G22340
G:AT1G75450,Gene,AT1G75450
G:AT4G13260,Gene,AT4G13260
G:AT4G34790,Gene,AT4G34790
G:AT2G26040,Gene,AT2G26040
G:AT4G33720,Gene,AT4G33720
G:AT4G37390,Gene,AT4G37390
G:AT1G09530,Gene,AT1G09530
G:AT1G04310,Gene,AT1G04310
G:AT1G07430,Gene,AT1G07430
G:AT5G11320,Gene,AT5G11320
G:AT4G23980,Gene,AT4G23980
G:AT4G12410,Gene,AT4G12410
G:AT5G54510,Gene,AT5G54510
G:AT1G29440,Gene,AT1G29440
G:AT3G03830,Gene,AT3G03830
G:AT4G03400,Gene,AT4G03400
G:AT5G13220,Gene,AT5G13220
G:AT5G18010,Gene,AT5G18010
G:AT4G26150,Gene,AT4G26150
G:AT1G29500,Gene,AT1G29500
G:AT2G40670,Gene,AT2G40670
G:AT3G03820,Gene,AT3G03820
G:AT1G29420,Gene,AT1G29420
G:AT4G28800,Gene,AT4G28800
G:AT2G41310,Gene,AT2G41310
G:AT2G29380,Gene,AT2G29380
G:AT4G38840,Gene,AT4G38840
G:AT4G32540,Gene,AT4G32540
G:AT2G20180,Gene,AT2G20180
G:AT4G32280,Gene,AT4G32280
G:AT4G21940,Gene,AT4G21940
G:AT4G34800,Gene,AT4G34800
G:AT4G34160,Gene,AT4G34160
G:AT1G52830,Gene,AT1G52830
G:AT2G21200,Gene,AT2G21200
G:AT3G57130,Gene,AT3G57130
G:AT5G62670,Gene,AT5G62670
G:AT5G18030,Gene,AT5G18030
G:AT2G41090,Gene,AT2G41090
G:AT2G19990,Gene,AT2G19990
G:AT5G37780,Gene,AT5G37780
G:AT5G57560,Gene,AT5G57560
G:AT5G20810,Gene,AT5G20810
G:AT5G18050,Gene,AT5G18050
G:AT1G13590,Gene,AT1G13590
G:AT5G56860,Gene,AT5G56860
G:AT5G35630,Gene,AT5G35630
G:AT3G10660,Gene,AT3G10660
G:AT2G17770,Gene,AT2G17770
G:AT5G18080,Gene,AT5G18080
G:AT2G43010,Gene,AT2G43010
G:AT3G09870,Gene,AT3G09870
G:AT4G36780,Gene,AT4G36780
G:AT2G37030,Gene,AT2G37030
G:AT4G39400,Gene,AT4G39400
G:AT4G34000,Gene,AT4G34000
G:AT5G66210,Gene,AT5G66210
G:AT1G56150,Gene,AT1G56150
G:AT3G50750,Gene,AT3G50750
G:AT4G31920,Gene,AT4G31920
G:AT3G48100,Gene,AT3G48100
G:AT1G15050,Gene,AT1G15050
G:AT5G13320,Gene,AT5G13320
G:AT3G56380,Gene,AT3G56380
G:AT2G28085,Gene,AT2G28085
G:AT2G23170,Gene,AT2G23170
G:AT4G38825,Gene,AT4G38825
G:AT1G19350,Gene,AT1G19350
G:AT2G33230,Gene,AT2G33230
G:AT2G21220,Gene,AT2G21220
G:AT5G47220,Gene,AT5G47220
G:AT5G53890,Gene,AT5G53890
G:AT1G73000,Gene,AT1G73000
G:AT3G62090,Gene,AT3G62090
G:AT4G29080,Gene,AT4G29080
G:AT4G38230,Gene,AT4G38230
G:AT3G03850,Gene,AT3G03850
G:AT5G13370,Gene,AT5G13370
G:AT4G26120,Gene,AT4G26120
G:AT1G29490,Gene,AT1G29490
G:AT1G19830,Gene,AT1G19830
G:AT1G76190,Gene,AT1G76190
G:AT2G18010,Gene,AT2G18010
G:AT1G04610,Gene,AT1G04610
G:AT2G23030,Gene,AT2G23030
G:AT2G14580,Gene,AT2G14580
G:AT5G18060,Gene,AT5G18060
G:AT1G29450,Gene,AT1G29450
G:AT1G28130,Gene,AT1G28130
G:AT2G47750,Gene,AT2G47750
G:AT3G03840,Gene,AT3G03840
G:AT1G29460,Gene,AT1G29460
G:AT2G14610,Gene,AT2G14610
G:AT4G22620,Gene,AT4G22620
G:AT3G53250,Gene,AT3G53250
G:AT1G35240,Gene,AT1G35240
G:AT4G38850,Gene,AT4G38850
G:AT1G59940,Gene,AT1G59940
G:AT3G17700,Gene,AT3G17700
G:AT5G14870,Gene,AT5G14870
G:AT2G28630,Gene,AT2G28630
G:AT2G46720,Gene,AT2G46720
G:AT2G16280,Gene,AT2G16280
G:AT5G20480,Gene,AT5G20480
G:AT2G15680,Gene,AT2G15680
G:AT5G15410,Gene,AT5G15410
G:AT2G46440,Gene,AT2G46440
G:AT4G26470,Gene,AT4G26470
G:AT4G26090,Gene,AT4G26090
G:AT2G24610,Gene,AT2G24610
G:AT4G01250,Gene,AT4G01250
G:AT5G54250,Gene,AT5G54250
G:AT5G04530,Gene,AT5G04530
G:AT4G20360,Gene,AT4G20360
G:AT3G25070,Gene,AT3G25070
G:AT1G07720,Gene,AT1G07720
G:AT4G01010,Gene,AT4G01010
G:AT2G19190,Gene,AT2G19190
G:AT4G34510,Gene,AT4G34510
G:AT1G01560,Gene,AT1G01560
G:AT1G12220,Gene,AT1G12220
G:AT4G23570,Gene,AT4G23570
G:AT1G25450,Gene,AT1G25450
G:AT5G44460,Gene,AT5G44460
G:AT5G45250,Gene,AT5G45250
G:AT5G46330,Gene,AT5G46330
G:AT3G47480,Gene,AT3G47480
G:AT2G15090,Gene,AT2G15090
G:AT1G21550,Gene,AT1G21550
G:AT1G68530,Gene,AT1G68530
G:AT3G07040,Gene,AT3G07040
G:AT2G46070,Gene,AT2G46070
G:AT4G08920,Gene,AT4G08920
G:AT5G15850,Gene,AT5G15850
G:AT5G52250,Gene,AT5G52250
G:AT3G02380,Gene,AT3G02380
G:AT1G56650,Gene,AT1G56650
G:AT4G20370,Gene,AT4G20370
G:AT3G15354,Gene,AT3G15354
G:AT1G53090,Gene,AT1G53090
G:AT1G65480,Gene,AT1G65480
G:AT2G29480,Gene,AT2G29480
G:AT1G64190,Gene,AT1G64190
G:AT3G09640,Gene,AT3G09640
G:AT1G75270,Gene,AT1G75270
G:AT1G69930,Gene,AT1G69930
G:AT2G48150,Gene,AT2G48150
G:AT2G25080,Gene,AT2G25080
G:AT1G78360,Gene,AT1G78360
G:AT1G77490,Gene,AT1G77490
G:AT5G16710,Gene,AT5G16710
G:AT4G32320,Gene,AT4G32320
G:AT1G02920,Gene,AT1G02920
G:AT5G35790,Gene,AT5G35790
G:AT3G54660,Gene,AT3G54660
G:AT5G26220,Gene,AT5G26220
G:AT1G49860,Gene,AT1G49860
G:AT1G27140,Gene,AT1G27140
G:AT4G39640,Gene,AT4G39640
G:AT1G74590,Gene,AT1G74590
G:AT1G02940,Gene,AT1G02940
G:AT2G29490,Gene,AT2G29490
G:AT4G31870,Gene,AT4G31870
G:AT4G35000,Gene,AT4G35000
G:AT4G12290,Gene,AT4G12290
G:AT1G31690,Gene,AT1G31690
G:AT4G28410,Gene,AT4G28410
G:AT5G53970,Gene,AT5G53970
S:OSD-218,Study,OSD-218
G:AT2G29470,Gene,AT2G29470
S:OSD-251,Study,OSD-251
S:OSD-281,Study,OSD-281
G:AT5G47810,Gene,AT5G47810
G:AT4G26270,Gene,AT4G26270
G:AT3G01850,Gene,AT3G01850
G:AT1G68020,Gene,AT1G68020
G:AT5G45300,Gene,AT5G45300
G:AT5G49190,Gene,AT5G49190
G:AT3G21370,Gene,AT3G21370
G:AT1G02850,Gene,AT1G02850
G:AT1G65060,Gene,AT1G65060
G:AT4G29740,Gene,AT4G29740
G:AT3G53160,Gene,AT3G53160
G:AT5G49480,Gene,AT5G49480
G:AT5G10120,Gene,AT5G10120
G:AT3G05120,Gene,AT3G05120
G:AT5G45860,Gene,AT5G45860
G:AT1G48660,Gene,AT1G48660
G:AT3G61830,Gene,AT3G61830
G:AT5G66880,Gene,AT5G66880
G:AT2G36270,Gene,AT2G36270
G:AT3G23240,Gene,AT3G23240
G:AT1G66350,Gene,AT1G66350
G:AT3G54940,Gene,AT3G54940
G:AT5G52640,Gene,AT5G52640
G:AT4G11110,Gene,AT4G11110
G:AT1G09570,Gene,AT1G09570
G:AT5G02810,Gene,AT5G02810
G:AT2G02930,Gene,AT2G02930
G:AT1G63770,Gene,AT1G63770
G:AT2G20340,Gene,AT2G20340
S:OSD-313,Study,OSD-313
G:AT1G77120,Gene,AT1G77120
G:AT1G12000,Gene,AT1G12000
G:AT4G25000,Gene,AT4G25000
G:AT3G18070,Gene,AT3G18070
G:AT5G20940,Gene,AT5G20940
G:AT1G62940,Gene,AT1G62940
G:AT1G67980,Gene,AT1G67980
G:AT3G51840,Gene,AT3G51840
G:AT3G63440,Gene,AT3G63440
G:AT5G65100,Gene,AT5G65100
G:AT5G18020,Gene,AT5G18020
G:AT5G66260,Gene,AT5G66260
G:AT4G33950,Gene,AT4G33950
G:AT2G01200,Gene,AT2G01200
G:AT1G80660,Gene,AT1G80660
G:AT4G13790,Gene,AT4G13790
G:AT5G61380,Gene,AT5G61380
G:AT1G68050,Gene,AT1G68050
G:AT1G69920,Gene,AT1G69920
S:OSD-314,Study,OSD-314
G:AT4G23730,Gene,AT4G23730
G:AT5G15140,Gene,AT5G15140
G:AT1G06410,Gene,AT1G06410
G:AT2G24800,Gene,AT2G24800
G:AT3G28200,Gene,AT3G28200
G:AT3G25780,Gene,AT3G25780
G:AT2G40940,Gene,AT2G40940
G:AT1G75580,Gene,AT1G75580
G:AT1G19050,Gene,AT1G19050
G:AT1G10470,Gene,AT1G10470
G:AT1G17380,Gene,AT1G17380
G:AT4G11730,Gene,AT4G11730
G:AT2G26640,Gene,AT2G26640
G:AT1G66400,Gene,AT1G66400
G:AT5G42380,Gene,AT5G42380
G:AT2G28260,Gene,AT2G28260
S:OSD-321,Study,OSD-321
G:AT5G01320,Gene,AT5G01320
G:AT3G50520,Gene,AT3G50520
G:AT2G30790,Gene,AT2G30790
G:AT4G05390,Gene,AT4G05390
G:AT5G11520,Gene,AT5G11520
G:AT2G22190,Gene,AT2G22190
G:AT1G60090,Gene,AT1G60090
G:AT1G55120,Gene,AT1G55120
G:AT1G35580,Gene,AT1G35580
G:AT1G50390,Gene,AT1G50390
G:AT3G13560,Gene,AT3G13560
G:AT3G03640,Gene,AT3G03640
G:AT3G06500,Gene,AT3G06500
G:AT5G40150,Gene,AT5G40150
G:AT2G33150,Gene,AT2G33150
G:AT1G79130,Gene,AT1G79130
G:AT5G37600,Gene,AT5G37600
G:AT4G03190,Gene,AT4G03190
G:AT3G19290,Gene,AT3G19290
G:AT4G28811,Gene,AT4G28811
G:AT5G58080,Gene,AT5G58080
G:AT3G17690,Gene,AT3G17690
G:AT3G26940,Gene,AT3G26940
G:AT4G14440,Gene,AT4G14440
G:AT3G59440,Gene,AT3G59440
G:AT1G24280,Gene,AT1G24280
G:AT1G59670,Gene,AT1G59670
S:OSD-37,Study,OSD-37
G:AT1G71160,Gene,AT1G71160
S:OSD-38,Study,OSD-38
G:AT4G26390,Gene,AT4G26390
G:AT1G72000,Gene,AT1G72000
G:AT4G31760,Gene,AT4G31760
G:AT5G42800,Gene,AT5G42800
S:OSD-406,Study,OSD-406
G:AT1G17260,Gene,AT1G17260
S:OSD-427,Study,OSD-427
S:OSD-437,Study,OSD-437
G:AT4G17260,Gene,AT4G17260
G:AT5G14500,Gene,AT5G14500
G:AT4G09510,Gene,AT4G09510
G:AT1G05240,Gene,AT1G05240
G:AT5G53160,Gene,AT5G53160
G:AT1G03970,Gene,AT1G03970
G:AT4G09570,Gene,AT4G09570
G:AT3G54850,Gene,AT3G54850
G:AT2G38310,Gene,AT2G38310
G:AT4G19660,Gene,AT4G19660
G:AT4G35900,Gene,AT4G35900
G:AT1G51660,Gene,AT1G51660
G:AT3G48090,Gene,AT3G48090
G:AT2G21790,Gene,AT2G21790
G:AT4G16210,Gene,AT4G16210
S:OSD-476,Study,OSD-476
G:AT4G04710,Gene,AT4G04710
S:OSD-498,Study,OSD-498
S:OSD-502,Study,OSD-502
G:AT3G01590,Gene,AT3G01590
G:AT4G17770,Gene,AT4G17770
S:OSD-508,Study,OSD-508
G:AT1G13440,Gene,AT1G13440
G:AT4G21960,Gene,AT4G21960
S:OSD-510,Study,OSD-510
G:AT5G51830,Gene,AT5G51830
G:AT2G46530,Gene,AT2G46530
S:OSD-518,Study,OSD-518
G:AT3G43860,Gene,AT3G43860
G:AT3G52600,Gene,AT3G52600
G:AT3G43120,Gene,AT3G43120
G:AT5G12180,Gene,AT5G12180
G:AT3G20220,Gene,AT3G20220
G:AT2G31500,Gene,AT2G31500
G:AT2G46370,Gene,AT2G46370
G:AT4G03290,Gene,AT4G03290
G:AT3G52160,Gene,AT3G52160
S:OSD-519,Study,OSD-519
G:AT4G36070,Gene,AT4G36070
G:AT3G48010,Gene,AT3G48010
S:OSD-565,Study,OSD-565
G:AT5G41670,Gene,AT5G41670
G:AT1G71920,Gene,AT1G71920
G:AT4G28420,Gene,AT4G28420
S:OSD-678,Study,OSD-678
G:AT2G34590,Gene,AT2G34590
G:AT3G03430,Gene,AT3G03430
G:AT5G36160,Gene,AT5G36160
S:OSD-782,Study,OSD-782
G:AT3G60120,Gene,AT3G60120
G:AT5G03730,Gene,AT5G03730
G:AT5G04870,Gene,AT5G04870
G:AT4G17870,Gene,AT4G17870
G:AT1G72770,Gene,AT1G72770
G:AT1G18210,Gene,AT1G18210
G:AT5G60100,Gene,AT5G60100
C:Cytoplasm,Compartment,Cytoplasm
C:Nucleus,Compartment,Nucleus
C:Cell wall / apoplast,Compartment,Cell wall / apoplast
C:Chloroplast,Compartment,Chloroplast
C:Peroxisome,Compartment,Peroxisome
C:Other / unknown,Compartment,Other / unknown
C:Membrane (unspecified),Compartment,Membrane (unspecified)
C:Plasma membrane,Compartment,Plasma membrane
C:Vacuole,Compartment,Vacuole
C:Mitochondrion,Compartment,Mitochondrion
C:Endoplasmic reticulum,Compartment,Endoplasmic reticulum
C:Golgi,Compartment,Golgi
